year_film,year_ceremony,ceremony,category,name,film,In movies dataset?,winner
1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,High Noon,FALSE
1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,The Quiet Man,FALSE
1952,1953,25,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",The Quiet Man,The Quiet Man,FALSE
1952,1953,25,WRITING (Screenplay),Carl Foreman,High Noon,High Noon,FALSE
1952,1953,25,WRITING (Screenplay),Frank S. Nugent,The Quiet Man,The Quiet Man,FALSE
1953,1954,26,ACTOR,Montgomery Clift,From Here to Eternity,From Here to Eternity,FALSE
1953,1954,26,ACTOR,William Holden,Stalag 17,Stalag 17,TRUE
1953,1954,26,ACTOR,Burt Lancaster,From Here to Eternity,From Here to Eternity,FALSE
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,Roman Holiday,FALSE
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,Stalag 17,FALSE
1953,1954,26,ACTRESS,Audrey Hepburn,Roman Holiday,Roman Holiday,TRUE
1953,1954,26,ACTRESS,Deborah Kerr,From Here to Eternity,From Here to Eternity,FALSE
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler",Roman Holiday,Roman Holiday,FALSE
1953,1954,26,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Stuart Reiss",Titanic,Titanic,FALSE
1953,1954,26,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,CINEMATOGRAPHY (Black-and-White),"Frank Planer, Henri Alekan",Roman Holiday,Roman Holiday,FALSE
1953,1954,26,COSTUME DESIGN (Black-and-White),Jean Louis,From Here to Eternity,From Here to Eternity,FALSE
1953,1954,26,COSTUME DESIGN (Black-and-White),Edith Head,Roman Holiday,Roman Holiday,TRUE
1953,1954,26,DIRECTING,Fred Zinnemann,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,DIRECTING,William Wyler,Roman Holiday,Roman Holiday,FALSE
1953,1954,26,DIRECTING,Billy Wilder,Stalag 17,Stalag 17,FALSE
1953,1954,26,FILM EDITING,William Lyon,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,FILM EDITING,Robert Swink,Roman Holiday,Roman Holiday,FALSE
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),"Morris Stoloff, George Duning",From Here to Eternity,From Here to Eternity,FALSE
1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,BEST MOTION PICTURE,"William Wyler, Producer",Roman Holiday,Roman Holiday,FALSE
1953,1954,26,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,WRITING (Motion Picture Story),Dalton Trumbo,Roman Holiday,Roman Holiday,TRUE
1953,1954,26,WRITING (Screenplay),Daniel Taradash,From Here to Eternity,From Here to Eternity,TRUE
1953,1954,26,WRITING (Screenplay),"Ian McLellan Hunter, John Dighton",Roman Holiday,Roman Holiday,FALSE
1953,1954,26,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",Titanic,Titanic,TRUE
1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,ACTOR,James Mason,A Star Is Born,A Star Is Born,FALSE
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,On the Waterfront,FALSE
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,On the Waterfront,FALSE
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,On the Waterfront,FALSE
1954,1955,27,ACTRESS,Judy Garland,A Star Is Born,A Star Is Born,FALSE
1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,Sabrina,FALSE
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,Sabrina,FALSE
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",A Star Is Born,A Star Is Born,FALSE
1954,1955,27,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Sabrina,Sabrina,FALSE
1954,1955,27,CINEMATOGRAPHY (Color),Robert Burks,Rear Window,Rear Window,FALSE
1954,1955,27,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,Sabrina,TRUE
1954,1955,27,COSTUME DESIGN (Color),"Jean Louis, Mary Ann Nyberg, Irene Sharaff",A Star Is Born,A Star Is Born,FALSE
1954,1955,27,DIRECTING,Elia Kazan,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,DIRECTING,Alfred Hitchcock,Rear Window,Rear Window,FALSE
1954,1955,27,DIRECTING,Billy Wilder,Sabrina,Sabrina,FALSE
1954,1955,27,FILM EDITING,Gene Milford,On the Waterfront,On the Waterfront,TRUE
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Leonard Bernstein,On the Waterfront,On the Waterfront,FALSE
1954,1955,27,MUSIC (Scoring of a Musical Picture),Ray Heindorf,A Star Is Born,A Star Is Born,FALSE
1954,1955,27,MUSIC (Song),Music by Harold Arlen; Lyrics by Ira Gershwin,A Star Is Born,A Star Is Born,FALSE
1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,On the Waterfront,TRUE
1954,1955,27,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Rear Window,Rear Window,FALSE
1954,1955,27,WRITING (Screenplay),John Michael Hayes,Rear Window,Rear Window,FALSE
1954,1955,27,WRITING (Screenplay),"Billy Wilder, Samuel Taylor, Ernest Lehman",Sabrina,Sabrina,FALSE
1954,1955,27,WRITING (Story and Screenplay),Budd Schulberg,On the Waterfront,On the Waterfront,TRUE
1955,1956,28,ACTOR,James Dean,East of Eden,East of Eden,FALSE
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,Rebel Without a Cause,FALSE
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,East of Eden,TRUE
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,Rebel Without a Cause,FALSE
1955,1956,28,DIRECTING,Elia Kazan,East of Eden,East of Eden,FALSE
1955,1956,28,WRITING (Motion Picture Story),Nicholas Ray,Rebel without a Cause,Rebel Without a Cause,FALSE
1955,1956,28,WRITING (Screenplay),Paul Osborn,East of Eden,East of Eden,FALSE
1956,1957,29,ACTOR,James Dean,Giant,Giant,FALSE
1956,1957,29,ACTOR,Rock Hudson,Giant,Giant,FALSE
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,Giant,Giant,FALSE
1956,1957,29,ART DIRECTION (Black-and-White),Takashi Matsuyama,The Magnificent Seven,The Magnificent Seven,FALSE
1956,1957,29,ART DIRECTION (Color),Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst,Giant,Giant,FALSE
1956,1957,29,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Walter H. Tyler, Albert Nozaki;  Set Decoration:  Samuel M. Comer, Ray Moyer",The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,CINEMATOGRAPHY (Color),Loyal Griggs,The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,COSTUME DESIGN (Black-and-White),Kohei Ezaki,The Magnificent Seven,The Magnificent Seven,FALSE
1956,1957,29,COSTUME DESIGN (Color),"Moss Mabry, Marjorie Best",Giant,Giant,FALSE
1956,1957,29,COSTUME DESIGN (Color),"Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg",The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,DIRECTING,George Stevens,Giant,Giant,TRUE
1956,1957,29,FILM EDITING,"William Hornbeck, Philip W. Anderson, Fred Bohanan",Giant,Giant,FALSE
1956,1957,29,FILM EDITING,Anne Bauchens,The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,FOREIGN LANGUAGE FILM,"Italy; Dino De Laurentiis and Carlo Ponti, Producers",La Strada,La Strada,TRUE
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Giant,Giant,FALSE
1956,1957,29,BEST MOTION PICTURE,"George Stevens and Henry Ginsberg, Producers",Giant,Giant,FALSE
1956,1957,29,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",The Ten Commandments,The Ten Commandments,FALSE
1956,1957,29,SPECIAL EFFECTS,John Fulton,The Ten Commandments,The Ten Commandments,TRUE
1956,1957,29,WRITING (Screenplay--Adapted),"Fred Guiol, Ivan Moffat",Giant,Giant,FALSE
1956,1957,29,WRITING (Screenplay--Original),"Federico Fellini, Tullio Pinelli",La Strada,La Strada,FALSE
1956,1957,29,WRITING (Screenplay--Original),William Rose,The Ladykillers,The Ladykillers,FALSE
1957,1958,30,ACTOR,Alec Guinness,The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,ACTOR,Charles Laughton,Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,The Bridge on the River Kwai,FALSE
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,CINEMATOGRAPHY,Jack Hildyard,The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,DIRECTING,David Lean,The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,DIRECTING,Sidney Lumet,12 Angry Men,12 Angry Men,FALSE
1957,1958,30,DIRECTING,Billy Wilder,Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,FILM EDITING,Peter Taylor,The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,FILM EDITING,Daniel Mandell,Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,MUSIC (Scoring),Malcolm Arnold,The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,BEST MOTION PICTURE,"Sam Spiegel, Producer",The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,BEST MOTION PICTURE,"Henry Fonda and Reginald Rose, Producers",12 Angry Men,12 Angry Men,FALSE
1957,1958,30,BEST MOTION PICTURE,"Arthur Hornblow, Jr., Producer",Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",Witness for the Prosecution,Witness for the Prosecution,FALSE
1957,1958,30,WRITING (Screenplay--based on material from another medium),"Michael Wilson, Carl Foreman, Pierre Boulle",The Bridge on the River Kwai,The Bridge on the River Kwai,TRUE
1957,1958,30,WRITING (Screenplay--based on material from another medium),Reginald Rose,12 Angry Men,12 Angry Men,FALSE
1958,1959,31,ACTOR,Paul Newman,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1958,1959,31,ACTRESS,Elizabeth Taylor,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1958,1959,31,ART DIRECTION,"Art Direction:  Hal Pereira, Henry Bumstead;  Set Decoration:  Sam Comer, Frank McKelvy",Vertigo,Vertigo,FALSE
1958,1959,31,CINEMATOGRAPHY (Color),William Daniels,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1958,1959,31,DIRECTING,Richard Brooks,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1958,1959,31,BEST MOTION PICTURE,"Lawrence Weingarten, Producer",Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1958,1959,31,SOUND,"Paramount Studio Sound Department, George Dutton, Sound Director",Vertigo,Vertigo,FALSE
1958,1959,31,WRITING (Screenplay--based on material from another medium),"Richard Brooks, James Poe",Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,FALSE
1959,1960,32,ACTOR,Charlton Heston,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,ACTOR,Jack Lemmon,Some Like It Hot,Some Like It Hot,FALSE
1959,1960,32,ACTOR,James Stewart,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,ART DIRECTION (Black-and-White),Art Direction:  Ted Haworth;  Set Decoration:  Edward G. Boyle,Some Like It Hot,Some Like It Hot,FALSE
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Edward Carfagno;  Set Decoration:  Hugh Hunt",Ben-Hur,Ben-Hur,TRUE
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Robert Boyle, Merrill Pye;  Set Decoration:  Henry Grace, Frank McKelvy",North by Northwest,North by Northwest,FALSE
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Sam Leavitt,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Some Like It Hot,Some Like It Hot,FALSE
1959,1960,32,CINEMATOGRAPHY (Color),Robert L. Surtees,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,COSTUME DESIGN (Black-and-White),Orry-Kelly,Some Like It Hot,Some Like It Hot,TRUE
1959,1960,32,COSTUME DESIGN (Color),Elizabeth Haffenden,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,DIRECTING,William Wyler,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,DIRECTING,Billy Wilder,Some Like It Hot,Some Like It Hot,FALSE
1959,1960,32,FILM EDITING,Louis R. Loeffler,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,FILM EDITING,"Ralph E. Winters, John D. Dunning",Ben-Hur,Ben-Hur,TRUE
1959,1960,32,FILM EDITING,George Tomasini,North by Northwest,North by Northwest,FALSE
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Ben-Hur,Ben-Hur,TRUE
1959,1960,32,BEST MOTION PICTURE,"Otto Preminger, Producer",Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Ben-Hur,Ben-Hur,TRUE
1959,1960,32,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Ben-Hur,Ben-Hur,TRUE
1959,1960,32,SPECIAL EFFECTS,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",Ben-Hur,Ben-Hur,TRUE
1959,1960,32,WRITING (Screenplay--based on material from another medium),Wendell Mayes,Anatomy of a Murder,Anatomy of a Murder,FALSE
1959,1960,32,WRITING (Screenplay--based on material from another medium),Karl Tunberg,Ben-Hur,Ben-Hur,FALSE
1959,1960,32,WRITING (Screenplay--based on material from another medium),"Billy Wilder, I. A. L. Diamond",Some Like It Hot,Some Like It Hot,FALSE
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),Ernest Lehman,North by Northwest,North by Northwest,FALSE
1960,1961,33,ACTOR,Jack Lemmon,The Apartment,The Apartment,FALSE
1960,1961,33,ACTOR,Spencer Tracy,Inherit the Wind,Inherit the Wind,FALSE
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,The Apartment,FALSE
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,Spartacus,TRUE
1960,1961,33,ACTRESS,Shirley MacLaine,The Apartment,The Apartment,FALSE
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,Psycho,FALSE
1960,1961,33,ART DIRECTION (Black-and-White),Art Direction:  Alexander Trauner;  Set Decoration:  Edward G. Boyle,The Apartment,The Apartment,TRUE
1960,1961,33,ART DIRECTION (Black-and-White),"Art Direction:  Joseph Hurley, Robert Clatworthy;  Set Decoration:  George Milo",Psycho,Psycho,FALSE
1960,1961,33,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, Eric Orbom;  Set Decoration:  Russell A. Gausman, Julia Heron",Spartacus,Spartacus,TRUE
1960,1961,33,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Apartment,The Apartment,FALSE
1960,1961,33,CINEMATOGRAPHY (Black-and-White),Ernest Laszlo,Inherit the Wind,Inherit the Wind,FALSE
1960,1961,33,CINEMATOGRAPHY (Black-and-White),John L. Russell,Psycho,Psycho,FALSE
1960,1961,33,CINEMATOGRAPHY (Color),Russell Metty,Spartacus,Spartacus,TRUE
1960,1961,33,COSTUME DESIGN (Color),"Valles, Bill Thomas",Spartacus,Spartacus,TRUE
1960,1961,33,DIRECTING,Billy Wilder,The Apartment,The Apartment,TRUE
1960,1961,33,DIRECTING,Alfred Hitchcock,Psycho,Psycho,FALSE
1960,1961,33,FILM EDITING,Daniel Mandell,The Apartment,The Apartment,TRUE
1960,1961,33,FILM EDITING,Frederic Knudtson,Inherit the Wind,Inherit the Wind,FALSE
1960,1961,33,FILM EDITING,Robert Lawrence,Spartacus,Spartacus,FALSE
1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Elmer Bernstein,The Magnificent Seven,The Magnificent Seven,FALSE
1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,Spartacus,Spartacus,FALSE
1960,1961,33,BEST MOTION PICTURE,"Billy Wilder, Producer",The Apartment,The Apartment,TRUE
1960,1961,33,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",The Apartment,The Apartment,FALSE
1960,1961,33,WRITING (Screenplay--based on material from another medium),"Nedrick Young, Harold Jacob Smith",Inherit the Wind,Inherit the Wind,FALSE
1960,1961,33,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Apartment,The Apartment,TRUE
1961,1962,34,ACTOR,Paul Newman,The Hustler,The Hustler,FALSE
1961,1962,34,ACTOR,Maximilian Schell,Judgment at Nuremberg,Judgment at Nuremberg,TRUE
1961,1962,34,ACTOR,Spencer Tracy,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Jackie Gleason,The Hustler,The Hustler,FALSE
1961,1962,34,ACTOR IN A SUPPORTING ROLE,George C. Scott,The Hustler,The Hustler,FALSE
1961,1962,34,ACTRESS,Audrey Hepburn,Breakfast at Tiffany's,Breakfast at Tiffany's,FALSE
1961,1962,34,ACTRESS,Piper Laurie,The Hustler,The Hustler,FALSE
1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Judy Garland,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,ART DIRECTION (Black-and-White),Art Direction:  Harry Horner;  Set Decoration:  Gene Callahan,The Hustler,The Hustler,TRUE
1961,1962,34,ART DIRECTION (Black-and-White),Art Direction:  Rudolph Sternad;  Set Decoration:  George Milo,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,ART DIRECTION (Black-and-White),Piero Gherardi,La Dolce Vita,La dolce vita,FALSE
1961,1962,34,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Breakfast at Tiffany's,Breakfast at Tiffany's,FALSE
1961,1962,34,CINEMATOGRAPHY (Black-and-White),Eugen Shuftan,The Hustler,The Hustler,TRUE
1961,1962,34,CINEMATOGRAPHY (Black-and-White),Ernest Laszlo,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,COSTUME DESIGN (Black-and-White),Jean Louis,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,COSTUME DESIGN (Black-and-White),Piero Gherardi,La Dolce Vita,La dolce vita,TRUE
1961,1962,34,DIRECTING,Robert Rossen,The Hustler,The Hustler,FALSE
1961,1962,34,DIRECTING,Stanley Kramer,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,DIRECTING,Federico Fellini,La Dolce Vita,La dolce vita,FALSE
1961,1962,34,FILM EDITING,Frederic Knudtson,Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,MUSIC (Music Score of a Dramatic or Comedy Picture),Henry Mancini,Breakfast at Tiffany's,Breakfast at Tiffany's,TRUE
1961,1962,34,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,Breakfast at Tiffany's,TRUE
1961,1962,34,BEST MOTION PICTURE,"Robert Rossen, Producer",The Hustler,The Hustler,FALSE
1961,1962,34,BEST MOTION PICTURE,"Stanley Kramer, Producer",Judgment at Nuremberg,Judgment at Nuremberg,FALSE
1961,1962,34,WRITING (Screenplay--based on material from another medium),George Axelrod,Breakfast at Tiffany's,Breakfast at Tiffany's,FALSE
1961,1962,34,WRITING (Screenplay--based on material from another medium),"Sidney Carroll, Robert Rossen",The Hustler,The Hustler,FALSE
1961,1962,34,WRITING (Screenplay--based on material from another medium),Abby Mann,Judgment at Nuremberg,Judgment at Nuremberg,TRUE
1961,1962,34,WRITING (Story and Screenplay--written directly for the screen),"Federico Fellini, Tullio Pinelli, Ennio Flaiano, Brunello Rondi",La Dolce Vita,La dolce vita,FALSE
1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,Lawrence of Arabia,FALSE
1962,1963,35,ACTOR,Gregory Peck,To Kill a Mockingbird,To Kill a Mockingbird,TRUE
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane?,FALSE
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,Lawrence of Arabia,FALSE
